ID,Name,Nickname,Description,Tagline,JSON Persona ID,Archetype,Archetype Strength,Secondary Archetype,Variant,Version,Source Type,Organization ID,Instant Read,Age,Gender,Race,Location,Education,Occupation,Income,Family/Marital Status,Religion,Politics,Dimensions - Attribution Orientation,Dimensions - Just World Belief,Dimensions - Authoritarianism,Dimensions - Institutional Trust Corporations,Dimensions - Institutional Trust Medical,Dimensions - Institutional Trust Legal,Dimensions - Institutional Trust Insurance,Dimensions - Litigation Attitude,Dimensions - Leadership Tendency,Dimensions - Cognitive Style,Dimensions - Damages Orientation,Life Experiences,Characteristic Phrases,Phrases You'll Hear,Speech Patterns,Voir Dire Responses,Deliberation Behavior,Archetype Deliberation Behavior,Leadership Level,Communication Style,Persuasion Susceptibility,Vocabulary Level,Sentence Style,Response Tendency,Engagement Style,Archetype Verdict Lean,Archetype What They Believe,Archetype How To Spot,Verdict Prediction - Liability Prob,Verdict Prediction - Damages,Verdict Prediction - Role,Strike or Keep - Plaintiff,Strike or Keep - Defense,Plaintiff Danger Level,Defense Danger Level,Cause Challenge,Strategy Guidance,Simulation Params,Case Type Modifiers,Regional Modifiers,Attributes,Legacy Signals,Persuasion Levers,Pitfalls,Signal Weights Count,Signal Weights Details,Is Active,Created,Updated
4b7540af-b421-466c-bbae-73fce5d3dfaa,"Knows-The-Coverups Karen","Knows-The-Coverups Karen","25 years as ICU nurse. Also serves as union representative. Has seen hospitals cover up mistakes, change documentation, blame nurses for systemic failures, and pressure staff to stay quiet. Insider knowledge makes her extremely credible AND extremely dangerous for medical defendants.","I'm a nurse. I've seen hospitals change charts after bad outcomes.",CRUS_05,crusader,1,,,2,system,,"Medical insider who knows how the system really works. Devastating in med mal cases.",48,female,Black,"Baltimore, MD (urban)","Bachelor's - Nursing","ICU Nurse / Union Rep",78000,"Divorced, 2 adult kids","Baptist","Democrat",,,,,,,,,,,,,,"Hospitals have whole departments dedicated to avoiding liability; When something goes wrong, they blame the nurse first; I've seen them change charts after bad outcomes; If you want to know the truth, ask the nurses; Administration cares about money, not patients",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.8,"High. Understands true impact of medical injuries.","Expert witness in jury room. Other jurors trust her medical knowledge.","KEEP. Especially in medical cases - she's your best weapon.","MUST STRIKE in medical cases. Her insider credibility is devastating.",1,5,,,,,,,,,,3,"Healthcare Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.963Z,2026-01-29T16:46:29.473Z
0753b8ac-427e-44d8-a28e-cad39d26b27a,"NPR Nancy","NPR Nancy","Career in nonprofit sector working on consumer protection and environmental issues. Reads extensively about corporate behavior. Listens to NPR, reads The Atlantic, New Yorker. Believes in evidence-based policy and corporate accountability. Well-informed and articulate.","I've read the studies. Corporations systematically externalize costs onto the public.",CRUS_03,crusader,1,,,2,system,,"Educated liberal. Believes in regulation and accountability.",48,female,white,"Evanston, IL (suburban)","Master's - Public Policy","Nonprofit Program Director",85000,"Married, 2 kids","Unitarian","Democrat",,,,,,,,,,,,,,"The research shows corporations routinely cut corners; This is about accountability, not punishment; Regulations exist for a reason; The company made a calculated decision; We've seen this pattern across industries",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.8,"High, but evidence-based. Will want documentation.","Articulate advocate. Can translate systemic issues for other jurors.","KEEP. Smart advocate who can persuade moderates.","STRIKE. Too knowledgeable about corporate behavior.",1,5,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.960Z,2026-01-29T16:46:29.471Z
19dcbe44-2ecc-4906-8964-0b129472d2a0,"Professor Progressive","Professor Progressive","Career documenting structural inequality and corporate impunity. Published extensively on how corporations avoid accountability. Most ideologically committed of all Crusaders. Has academic framework supporting every pro-plaintiff argument. May come across as lecturing.","Corporate impunity is well-documented in the academic literature.",,crusader,1,,,2,system,,"Academic theorist. Most ideologically committed but may seem out of touch.",56,female,Latina,"Austin, TX (urban)","PhD - Sociology","Professor of Sociology",125000,"Married, 1 adult child","Catholic (cultural)","Democrat (progressive)",,,,,,,,,,,,,,"The research is clear on this; This is a textbook example of corporate externalization of costs; Power structures protect their own; We see this pattern across industries; Individual responsibility rhetoric obscures systemic causation",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.9,"Maximum. Views case as proving her academic theories.","Will provide intellectual framework. May alienate some jurors.","KEEP with caution. Smart but may seem out of touch to working-class jurors.","CHALLENGE FOR CAUSE (pre-formed academic views) or STRIKE.",1,5,,,,,,,,,,2,"Education Professional(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:24.971Z,2026-01-28T16:18:28.433Z
0767c3c1-91ad-4ede-afc1-2bfe4de0750e,"Screwed-By-The-System Sam","Screwed-By-The-System Sam","Parents lost home in 2008 financial crisis. Started college but had to drop out due to costs. Works multiple gig jobs with no benefits or security. Carries student loans for degree he never finished. Authentic grievance against 'the system' - not academic theory but lived experience.","My parents lost their house in 2008. No banker went to jail. The system is rigged.",CRUS_07,crusader,1,,,2,system,,"Working-class populist. Personal grievance against corporate America.",29,male,white,"Boston, MA (urban)","Some college (didn't finish)","Bartender / Uber driver",38000,"Single, no kids","Catholic (lapsed)","Independent (populist)",,,,,,,,,,,,,,"The system is rigged; My parents played by the rules and lost everything; These companies never pay for what they do; Nobody at the top ever goes to jail; Must be nice to have lawyers on retainer",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.75,"High. Wants corporations to feel pain.","Emotional advocate. Less articulate but authentic.","KEEP. Authentic grievance resonates across political lines.","STRIKE. His anger will drive deliberations.",1,5,,,,,,,,,,1,"Age 18-30(POSITIVE:0.70)",true,2026-01-28T14:05:24.967Z,2026-01-29T16:46:29.476Z
2ec82edf-7b58-4af8-a745-b6aaaeb2fd10,"Seen-Both-Sides Steve","Seen-Both-Sides Steve","30 years in construction. Has seen contractors skip safety to save money - and seen workers exaggerate injuries for comp. More nuanced than academic Crusaders. Generally believes companies are at fault but won't automatically accept every plaintiff claim. Working-class credibility makes him influential.","I've seen companies cut corners AND workers exaggerate. But usually it's the company.",CRUS_09,crusader,1,,,2,system,,"Blue-collar realist. Pro-worker but not naive. More credible than academic types.",54,male,white,"Pittsburgh, PA (urban)","Trade school - Electrical","Union Electrician",85000,"Married, 2 adult kids","Catholic","Democrat",,,,,,,,,,,,,,"I've seen guys get hurt when companies cut corners; I've also seen guys milk injuries; You can usually tell who's being straight with you; In my experience on job sites...; Both sides can be full of it, but usually...",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.65,"Fair. Not extreme.","Voice of working-class reason. Can bridge Crusaders and moderates.","KEEP. He's a credible moderate who leans your way.","CONSIDER KEEPING if plaintiff's case is weak. He's not automatic plaintiff vote.",1,5,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:24.970Z,2026-01-29T16:46:29.477Z
f6b526ab-86d4-40f7-a861-909970e6771d,"Tree-Hugger Tina","Tree-Hugger Tina","Works for state environmental agency investigating corporate violations. Daily job exposes her to companies lying about compliance, cutting corners, and calculating fines as cost of doing business. Environmental activist background. Sees corporate claims of 'safety culture' as PR fiction.","I work for the state EPA. I see corporate violations every day.",CRUS_06,crusader,1,,,2,system,,"Environmental regulator. Professional skeptic of corporate compliance claims.",31,female,South Asian,"Portland, OR (urban)","Master's - Environmental Science","Environmental Compliance Officer (State)",72000,"Single, no kids","Hindu (cultural)","Democrat (progressive)",,,,,,,,,,,,,,"I see corporate violations every day in my job; Companies calculate fines as cost of doing business; The documents always tell the real story; Compliance is just a checkbox for most companies; I know how to read these reports",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.9,"Maximum including punitives. Wants to change behavior.","Will analyze defendant's documents with professional skepticism.","KEEP. Her professional expertise supports your case.","CHALLENGE FOR CAUSE (her job is finding violations) or STRIKE.",1,5,,,,,,,,,,3,"First Responder(POSITIVE:0.80); Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.965Z,2026-01-29T16:46:29.474Z
e553e118-26b1-4cd4-bddf-f01468c5e889,"Union-Strong Ulysses","Union-Strong Ulysses","20+ years on the line and representing workers against management. Has personally witnessed safety violations, coverups, and retaliation. Seen coworkers injured while companies denied responsibility. His views come from lived experience, not academic theory - makes him very credible to other jurors.","I've seen what companies do to workers when no one's watching.",CRUS_02,crusader,1,,,2,system,,"Labor leader with decades of fighting corporate abuse. Credible and influential.",42,male,Black,"Detroit, MI (urban)","Some college - Labor studies","UAW Shop Steward",75000,"Married, 3 kids","Baptist","Democrat",,,,,,,,,,,,,,"I've been fighting for workers my whole career; Companies will say anything to avoid responsibility; I've seen this exact pattern before; When there's money on one side and a worker on the other...; They knew. They always know.",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.85,"High. Understands what injuries cost workers.","Influential voice. Working-class credibility resonates with moderates.","KEEP. Combines strong views with credibility and leadership.","MUST STRIKE. His lived experience will persuade other jurors.",1,5,,,,,,,,,,1,"Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.958Z,2026-01-29T16:46:29.470Z
7d004638-1900-4be8-bc07-e067016a2a71,"Woke Wendy","Woke Wendy","MSW from Columbia focused on systemic poverty. Daily work exposes her to families harmed by corporations, landlords, employers. Politically active in progressive causes. Believes individual cases represent larger patterns of corporate abuse. NPR listener, reads New York Times.","The system is designed to protect the powerful at the expense of everyone else.",CRUS_01,crusader,1,,,2,system,,"Progressive activist. Sees corporations as inherently harmful.",34,female,white,"Brooklyn, NY (urban)","Master's - Social Work","Social Worker",58000,"Single, no kids","Jewish (secular)","Democrat (progressive wing)",,,,,,,,,,,,,,"We need to talk about the power imbalance here; Corporations care about profits, not people; This is exactly how the system fails regular people; Someone has to hold them accountable; This isn't just about this case - it's about sending a message",,,,"Will advocate for plaintiff from the start. Will push for maximum damages including punitives. Will frame case as justice issue, not just about this plaintiff. May clash with Bootstrappers.",,,,,,,,"STRONG PLAINTIFF","Corporations have too much power and routinely harm regular people. The legal system is one of few ways to hold them accountable. Large verdicts send a message and force change.","Skepticism of corporations, 'the system,' or 'big business'; Union membership or labor/activist background; Social work, nonprofit, education, or advocacy career; Progressive politics, college educated in social sciences; Phrases like 'accountability,' 'power imbalance,' 'pattern of behavior'",0.85,"Maximum. Will push for punitives to 'send a message.'","Vocal plaintiff advocate. Will frame case as systemic issue.","KEEP. Will fight for maximum verdict.","MUST STRIKE. She's already decided corporations are guilty.",1,5,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:24.956Z,2026-01-29T16:46:29.468Z
5ac8d0c0-d896-4ab9-b86b-3d7ffbb5eb49,"Bleeding-Heart Betty","Bleeding-Heart Betty","Spent career caring for elderly and disabled. Deep well of empathy. Will project plaintiff's family onto her own. May literally cry during testimony. Emotional response overrides analytical thinking.","I just keep thinking about their poor family. How will they ever recover?",HEART_02,heart,1,,,2,system,,"Maximum empathy, minimum analysis. Will cry during testimony.",58,female,white,"Cincinnati, OH (suburban)","Some college","Home Health Aide",32000,"Married, 4 kids, 7 grandkids","Catholic (devout)","Democrat",,,,,,,,,,,,,,"Those poor people; I can't stop thinking about their family; Money can't fix this, but it's something; [Gets teary discussing injuries]; How can we put a price on suffering?",,,,"Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",,,,,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.8,"Maximum. Emotion drives numbers.","Emotional center. May sway other Hearts and undecideds.","KEEP. Your most reliable high-damages advocate.","MUST STRIKE. She decided with her heart before evidence started.",1,4,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:25.004Z,2026-01-29T16:46:29.532Z
24803f02-dd5d-447a-aa99-d31cb4259e67,"Caregiver Carol","Caregiver Carol","Took early retirement to care for mother after stroke. Five years as full-time caregiver. Experienced exhaustion, financial strain, isolation, career sacrifice. Knows what families of seriously injured people actually go through - the part no one talks about.","I spent five years caring for my mother after her stroke. I know what families go through.",,heart,1,,,2,system,,"Personal caregiver experience. Knows the hidden costs of catastrophic injury.",58,female,white,"Cleveland, OH (suburban)","Bachelor's - Early Childhood Education","Retired Teacher / Former Full-Time Caregiver",35000,"Divorced, 2 adult kids","Lutheran","Democrat",,,,,,,,,,,,,,"I know what it's like to care for someone who's been hurt; People don't understand the toll on the whole family; The medical bills were devastating, but that's not even the half of it; I gave up my career, my friends, my life; Caregiving nearly broke me",,"{}","{}","Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",FOLLOWER,"Empathetic and emotional. Connects through personal stories and feelings.","Moved by emotional appeals, personal stories, and empathy.",,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.7,"High. Understands family impact costs that others miss.","Expert on hidden costs. Will educate jury about caregiving reality.","KEEP. Especially in catastrophic injury cases.","STRIKE in serious injury cases. She knows too much about real costs.",1,4,"{}","{}","{""nickname"":""Caregiver Carol"",""archetype"":""HEART"",""persona_id"":""HEART_8.5_CaregiverCarol"",""experience_lens"":{""caregiver_identification"":""0.9"",""family_impact_sensitivity"":0.9,""life_care_plan_appreciation"":""0.85""},""damage_multiplier"":""1.6"",""archetype_strength"":""0.85"",""liability_threshold"":""0.35""}","{}","{}","{}","[]","{}","[]",3,"Education Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-23T13:05:55.376Z,2026-01-28T16:18:28.503Z
bb61463a-0024-4594-8c00-45f9b013f396,"Church-Lady Charlotte","Church-Lady Charlotte","Life revolves around church. Teaches Sunday School, sings in choir, leads women's ministry. Faith drives her to care about others' suffering. Sees helping plaintiff as religious duty. 'What would Jesus do?' answer is always: help the suffering.","The Bible says to care for the least of these. We have a duty here.",HEART_03,heart,1,,,2,system,,"Faith-driven compassion. Sees justice as religious obligation.",65,female,Black,"Birmingham, AL (urban)","High school","Retired School Cafeteria Worker",26000,"Married 45 years, 4 kids, 9 grandkids","Baptist (very devout - teaches Sunday School)","Democrat",,,,,,,,,,,,,,"The Bible says to care for the least of these; We're called to do justice; That poor soul has suffered so much; How would Jesus judge this situation?; Lord, help us do the right thing",,,,"Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",,,,,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.75,"High. Helping is a religious duty.","Moral voice. Religious authority carries weight.","KEEP. Her faith compels compassion.","STRIKE. Hard to argue against 'What would Jesus do?'",1,4,,,,,,,,,,2,"Education Professional(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:25.006Z,2026-01-29T16:46:29.485Z
dc894f87-3116-47d7-89fd-44beda57e862,"Feel-Your-Pain Pam","Feel-Your-Pain Pam","Master's in counseling, works with traumatized children daily. Professional training in empathy. Sees impact of harm on families every day. Can't NOT feel the plaintiff's pain. Will become emotional advocate.","Think about what this person has been through. There's a human being behind these numbers.",HEART_01,heart,1,,,2,system,,"Professional empath. Will connect with plaintiff's suffering immediately.",36,female,Latina,"San Antonio, TX (suburban)","Master's - Counseling Psychology","School Counselor",58000,"Married, 2 young kids","Catholic","Democrat",,,,,,,,,,,,,,"Think about what this person has been through; There's a human being behind these numbers; I can only imagine the pain; Put yourself in their shoes; How would you feel if this happened to your family?",,,,"Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",,,,,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.75,"High. Pain is real and deserves compensation.","Emotional advocate. Will humanize plaintiff.","KEEP. Will fight for damages.","STRIKE. She's already emotionally connected to plaintiff.",1,4,,,,,,,,,,3,"Education Professional(POSITIVE:0.80); Advanced Degree(POSITIVE:0.80); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:25.003Z,2026-01-29T16:46:29.484Z
ef30962e-2a63-4c20-84d1-824c8cc128e6,"Seen-Real-Suffering Susan","Seen-Real-Suffering Susan","30 years as oncology nurse watching patients suffer and die. Lost her own husband to cancer. Knows pain is real from bedside experience. Can translate medical concepts AND humanize them. Credibility from profession plus empathy from experience.","I've held hands with dying patients. I know what pain looks like.",HEART_05,heart,1,,,2,system,,"Medical professional who has witnessed real suffering. Credible AND empathetic.",55,female,white,"Boston, MA (suburban)","Bachelor's - Nursing","Oncology Nurse",78000,"Widowed, 3 adult kids","Catholic","Democrat",,,,,,,,,,,,,,"I've held hands with people who are dying; I know what suffering looks like; Pain is real even if you can't measure it; In 30 years of nursing, I've seen...; The medical bills are just the beginning",,,,"Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",,,,,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.7,"High, well-reasoned. Understands true cost of injury.","Medical credibility + emotional impact. Very influential.","KEEP. Combines credibility with compassion.","STRIKE. She'll educate the jury about real suffering.",1,4,,,,,,,,,,3,"Healthcare Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:25.011Z,2026-01-29T16:46:29.486Z
28d908d3-a933-45bf-a11c-15dfbde8ee65,"Think-Of-The-Children Tina","Think-Of-The-Children Tina","Young mother of two small children. Strong maternal empathy. Will immediately think 'what if this was my family?' Especially powerful in cases involving children, but will project maternal feelings onto almost any plaintiff.","I keep thinking about my own kids. What if this happened to them?",HEART_04,heart,1,,,2,system,,"Young mother. Will project her children onto any case involving kids or families.",28,female,Black,"Charlotte, NC (suburban)","Bachelor's - Elementary Education","Elementary School Teacher",45000,"Married, 2 young kids (3 and 5)","Baptist","Democrat",,,,,,,,,,,,,,"I think about my own children; What if this happened to my family?; Those poor kids; As a mother, I can't imagine...; That child will never be the same",,,,"Will advocate for plaintiff from emotional connection. Will push for high non-economic damages. May become visibly emotional during deliberation. Will humanize plaintiff's story and resist cold calculation.",,,,,,,,"STRONG PLAINTIFF","This person has suffered. Their pain is real. They deserve compassion and compensation. Money can't fix everything, but it can help.","Helping profession (nursing, counseling, teaching, ministry); Emotional language and visible reactions to suffering; References to family, children, 'putting yourself in their shoes'; Strong religious faith emphasizing compassion; Phrases like 'I can only imagine' or 'think about their family'",0.7,"High, especially in cases involving children.","Maternal perspective. Powerful in family impact cases.","KEEP. Especially powerful if your case involves family impact.","STRIKE in cases involving children or family impact.",1,4,,,,,,,,,,3,"Education Professional(POSITIVE:0.80); Bachelor's Degree(POSITIVE:0.70); Age 18-30(POSITIVE:0.70)",true,2026-01-28T14:05:25.008Z,2026-01-29T16:46:29.443Z
bbe48028-da0b-4535-b00e-f26f79bb9a2b,"Don't-Tread-On-Me Dan","Don't-Tread-On-Me Dan","Third-generation Montana rancher. Deeply distrusts government. Has fought with federal agencies over land use and regulations. Libertarian political philosophy. May refuse to apply laws he views as unconstitutional overreach. Unpredictable.","The government has no right to tell me how to judge. Regulations are tyranny.",MAVE_02,maverick,1,,,2,system,,"Anti-government libertarian. May refuse to enforce regulations he views as illegitimate.",52,male,white,"Rural Montana","Some college","Cattle Rancher",65000,"Married 25 years, 3 kids","Non-denominational","Libertarian",,,,,,,,,,,,,,"The government has no right to tell people how to run their business; Where does it say in the Constitution...; This is just lawyers making money; Another government regulation that doesn't make sense; I don't trust the government to tell me what's right",,,,"May refuse to follow jury instructions. Will decide based on personal moral framework, not evidence or law. Can cause hung jury. Nearly impossible to persuade. May announce they won't participate in 'unjust' verdict.",,,,,,,,"UNPREDICTABLE","I answer to a higher authority than the judge. My conscience / God / principles come first. If the law is unjust, I won't enforce it.","Hesitation when asked if they can follow judge's instructions; Statements about conscience, God, or principles over law; History of civil disobedience or extreme activism; Extreme positions on either political end; References to 'jury nullification' or 'citizen's duty'",,,"May refuse to enforce regulations. Unpredictable.","STRIKE if case involves regulatory violations. Unpredictable otherwise.","MAYBE KEEP if plaintiff's case relies on regulation violations. STRIKE if unpredictable.",,,,,,,,,,,,1,"Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.914Z,2026-01-29T16:46:29.543Z
68ab9fa7-dc30-420d-bda1-e9a5b1500b54,"Higher-Law Harold","Higher-Law Harold","Grew up during Jim Crow, participated in civil rights movement. Has seen unjust laws and defied them. 40 years as pastor. Explicitly endorses jury nullification. Believes jurors should follow conscience, not just law. Taught that law isn't always right.","There's a higher law than what's written in statute books. I've seen unjust laws before.",MAVE_01,maverick,1,,,2,system,,"Civil rights background. Will follow conscience over instructions if they conflict.",67,male,Black,"Birmingham, AL (urban)","Master of Divinity","Retired Pastor",42000,"Married 44 years, 4 kids","Baptist (clergy)","Democrat",,,,,,,,,,,,,,"The law isn't always just; There's a higher law than what's written in books; I've seen unjust laws before; I answer to God before any judge; Justice requires more than following instructions",,,,"May refuse to follow jury instructions. Will decide based on personal moral framework, not evidence or law. Can cause hung jury. Nearly impossible to persuade. May announce they won't participate in 'unjust' verdict.",,,,,,,,"UNPREDICTABLE","I answer to a higher authority than the judge. My conscience / God / principles come first. If the law is unjust, I won't enforce it.","Hesitation when asked if they can follow judge's instructions; Statements about conscience, God, or principles over law; History of civil disobedience or extreme activism; Extreme positions on either political end; References to 'jury nullification' or 'citizen's duty'",,,"May announce he'll vote his conscience regardless of law.","RISKY. May help, may cause hung jury. His statements likely support cause challenge anyway.","CHALLENGE FOR CAUSE. His statements admit inability to follow instructions.",,,,,,,,,,,,2,"Advanced Degree(POSITIVE:0.80); Age 51+(POSITIVE:0.70)",true,2026-01-28T14:05:40.913Z,2026-01-29T16:46:29.542Z
64fd0f2d-f72f-4684-b0df-ebf353380eec,"System-Is-Rigged Rhonda","System-Is-Rigged Rhonda","Sociology degree focused on systemic racism. Community organizer for 10 years. Active in BLM movement. Views legal system as fundamentally racist. Believes in using any tool to achieve racial justice. May prioritize justice over legal technicalities.","The legal system has never been fair to people like me. I won't help perpetuate injustice.",MAVE_03,maverick,1,,,2,system,,"Racial justice activist. May nullify to achieve what she sees as justice.",34,female,Black,"Oakland, CA (urban)","Bachelor's - Sociology, African American Studies","Community Organizer",48000,"Single, no kids","Spiritual","Democrat (activist)",,,,,,,,,,,,,,"The system has never been fair to people who look like me; We need to talk about the racial dynamics here; This is about more than just this case; I'm not going to participate in an unjust system; Justice means something different when you've been oppressed",,,,"May refuse to follow jury instructions. Will decide based on personal moral framework, not evidence or law. Can cause hung jury. Nearly impossible to persuade. May announce they won't participate in 'unjust' verdict.",,,,,,,,"UNPREDICTABLE","I answer to a higher authority than the judge. My conscience / God / principles come first. If the law is unjust, I won't enforce it.","Hesitation when asked if they can follow judge's instructions; Statements about conscience, God, or principles over law; History of civil disobedience or extreme activism; Extreme positions on either political end; References to 'jury nullification' or 'citizen's duty'",,,"Will introduce systemic justice framing. May refuse 'unjust' verdict.","RISKY. Pro-plaintiff but unpredictable. May cause hung jury.","STRIKE. Will view corporate defendant through systemic racism lens.",,,,,,,,,,,,2,"Bachelor's Degree(POSITIVE:0.70); Age 31-50(POSITIVE:0.70)",true,2026-01-28T14:05:40.915Z,2026-01-29T16:46:29.545Z
